,loss,mae,accuracy,val_loss,val_mae,val_accuracy
0,0.7713284492492676,0.4941609799861908,0.54071044921875,0.6951366066932678,0.5009910464286804,0.26259613037109375
1,0.5828379392623901,0.4051574468612671,0.7387895584106445,0.6914823055267334,0.4991641640663147,0.7385234832763672
2,0.4710478186607361,0.34313851594924927,0.8352956771850586,0.6856125593185425,0.49617791175842285,0.7402839660644531
3,0.39974474906921387,0.2884770929813385,0.8590908050537109,0.6812742948532104,0.4939228296279907,0.7402839660644531
4,0.38044971227645874,0.2672734260559082,0.8638315200805664,0.6778051853179932,0.49208515882492065,0.7402839660644531
